QuesSimText,AnsSimText,Position Title,topic,cluster,positive_percentage,BU,Experience,Attr 3,Age,Attr 5,City,Attr7*
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),更多让自己保持开放的心态，跟同事多沟通互动,Software Test Specialist,engineer,6.0,0.5,BU6,3.0,1.0,a3,0.0,Taipei,S16
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),生活习惯的调整，譬如说多一点运动，注意饮食，身体健康才能快乐的工作。有机会学习新技术，让自己持续保有热忱,Software Test Specialist,engineer,6.0,1.0,BU6,3.0,1.0,a3,0.0,Taipei,S16
IT产业正在进行巨大的变革，IBM正在经历必须胜利的转型，作为一个IBMer，具体到你的产品项目中，你认为自己可以做什么样的努力和转变呢？从而帮助你的产品更加成功，帮助CDL转型成功， 帮助IBM转型成功！,keep myself accept new change,Software Test Specialist,transformation,11.0,0.5681818181818181,BU6,3.0,1.0,a3,0.0,Taipei,S16
你觉得这次使用API来回答问题的活动怎么样? 有culture transformation的感觉吗?,不好用，而且使用api 的接口会同时失去了焦点。jam 的接口应该越简单越好，这样才可以引发更多人愿意上来发表,Software Test Specialist,jam/api/openwhisk,13.0,0.3333333333333333,BU6,3.0,1.0,a3,0.0,Taipei,S16
你最不能忍受的功能是？ （登录慢， 表单填好不能submit，单选框不能点文字选中，etc.）,网络太慢,Software Test Specialist,others,12.0,0.5,BU6,3.0,1.0,a3,0.0,Taipei,S16
Do you like this Jam?,如果jam接口做的更友善好用的话会更好，还有让大家可以对好的答案和问题按讚，可以有更多input，还有进步的空间,Software Test Specialist,jam/api/openwhisk,13.0,1.0,BU6,3.0,1.0,a3,0.0,Taipei,S16
你喜欢下午茶吗?请列出你喜欢的种类，或许不久公司会实现哦,可以提供好吃的饼干蛋糕或是水果,Software Test Specialist,company management,1.0,1.0,BU6,3.0,1.0,a3,0.0,Taipei,S16
"如果开放每个礼拜五可以带毛小孩上班来增加公司活力,你要带什么?",可惜目前没有养宠物，不过如果有开放的话，希望大家带来的宠物是不会随地大小便且不会有味道的,Software Test Specialist,company management,1.0,0.5,BU6,3.0,1.0,a3,0.0,Taipei,S16
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),open culture,Application Architect,engineer,6.0,0.5,BU6,3.0,1.0,a2,1.0,Taipei,S9
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),好奇与热忱,Software Test Specialist,engineer,6.0,1.0,BU6,2.0,1.0,a4,1.0,Taipei,S10
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),好奇与热忱+1,Software Test Specialist,engineer,6.0,1.0,BU6,2.0,1.0,a4,1.0,Taipei,S10
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),好奇与热忱+1+1,Software Test Specialist,engineer,6.0,1.0,BU6,2.0,1.0,a4,1.0,Taipei,S10
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),好奇与热忱+1+1+1,Software Test Specialist,engineer,6.0,1.0,BU6,2.0,1.0,a4,1.0,Taipei,S10
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),好奇与热忱+1+1+1+1,Software Test Specialist,engineer,6.0,1.0,BU6,2.0,1.0,a4,1.0,Taipei,S10
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),放宽免费软件使用限制,Software Test Specialist,engineer,6.0,0.0,BU6,2.0,1.0,a4,1.0,Taipei,S10
你每个月都有持续学习新技术吗？如果没有，你认为拦阻你学习的最大原因是甚么？,体力,Software Test Specialist,learn+technique,8.0,0.5,BU6,2.0,1.0,a4,1.0,Taipei,S10
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),"需要先专注在自己专业领堿或是负责工作之后有馀裕, 才能鼓励多发展各 extened skill or knowledge. 例如,工程师应先顾好自己的份内工作, (developing or testing ) 之后 assist out of scope project.",Technical Support Professional,engineer,6.0,1.0,BU6,2.0,1.0,a4,0.0,Taipei,S13
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),保持对生活的热忱，除了整天对着电脑之外，也培养一些其他的兴趣,Software Performance Analyst,engineer,6.0,1.0,BU6,2.0,1.0,a4,0.0,Taipei,S14
你每个月都有持续学习新技术吗？如果没有，你认为拦阻你学习的最大原因是甚么？,最大问题是没有多的时间。。。,Software Performance Analyst,learn+technique,8.0,0.5,BU6,2.0,1.0,a4,0.0,Taipei,S14
"Dear IBMer, 你觉得你能够做些什么来让IBM重新在业界走上巅峰？",work with team members to create more innovated solutions to make ibm great again! every little contribution matters!,Application Architect,IBM,3.0,0.7109375,BU6,2.0,1.0,a1,0.0,Taipei,S2
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),保持热忱,Software Developer,engineer,6.0,1.0,BU6,1.0,1.0,a1,1.0,Taipei,S2
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),生活习惯,Software Test Specialist,engineer,6.0,0.5,BU6,1.0,1.0,a1,0.0,Taipei,S2
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥), 要注意不要太长时间只看着电脑，可以每隔一段时间花个一秒去望一下远方,Software Developer,engineer,6.0,0.0,BU6,1.0,1.0,a0,0.0,Taipei,S1
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,在某种程度上理解同事有可能暑假期间没有办法，但是在上海，我见到有带保姆和孩子一起上班的，彻底扭转了我的观点，办公场所应该有个办公场所的样子，几个保姆和孩子在茶水间玩的闹的，影响太坏，既然如此，不如禁止！,Product Manager,company management,1.0,0.75,BU7,5.0,0.0,a4,1.0,Beijing,S16
Do you like our new Agile Open Office?,yes,Infrastructure Architect,environment+agile,10.0,1.0,BU7,4.0,1.0,a4,1.0,Beijing,S8
"Dear IBMer, 你觉得你能够做些什么来让IBM重新在业界走上巅峰？",ibm缺的不是技术和产品，ibm需要的是业务模式的创新。如何适应现在开源驱动和互联网厂商驱动的市场现状和发展趋势，是ibm需要面对和处理的问题。,Infrastructure Architect,IBM,3.0,0.5,BU7,4.0,1.0,a4,1.0,Beijing,S8
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,技术是重要，但是满足客户的需求更为重要。因为技术是为客户服务的，技术的好与不好是相对的，满足客户的需求才是最合适的。在满足客户需求的前提下，可以以敏捷的方式不断完善技术。只有先满足客户的需求，让客户由于使用了合适的技术实现了业务价值，保持与客户的长期合作，这才是双赢的做法。再说现在的市场是开源驱动的市场，产品和解决方案的可替代性是非常强的，技术上的领先未必能赢得客户。,Infrastructure Architect,transformation,11.0,0.7142857142857143,BU7,4.0,1.0,a4,1.0,Beijing,S8
你认为你所在的产品或项目最需要什么人才，才能够成功？为什么？比如，深刻理解市场的产品经理，技术大牛，开发，测试，运维，销售等等？,英明的领导 + 深刻理解市场的产品经理,Infrastructure Architect,project,4.0,1.0,BU7,4.0,1.0,a4,1.0,Beijing,S8
IT产业正在进行巨大的变革，IBM正在经历必须胜利的转型，作为一个IBMer，具体到你的产品项目中，你认为自己可以做什么样的努力和转变呢？从而帮助你的产品更加成功，帮助CDL转型成功， 帮助IBM转型成功！,ibm的成功转型离不开每个人的努力，努力不一定成功，不努力一定不能成功。成功需要有明确的方向、对市场的熟悉程度、对竞争对手的竞争分析、对于与客户双赢理念的理解、高效团队的通力合作、对客户需求的响应速度、对目前开源驱动的规则的理解与相应对策、切实可行的行动计划。,Infrastructure Architect,transformation,11.0,0.5384615384615384,BU7,4.0,1.0,a4,1.0,Beijing,S8
Do you like our new Agile Open Office?,yes!,Infrastructure Architect,environment+agile,10.0,0.5,BU7,4.0,1.0,a4,1.0,Beijing,S9
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,3 hours,Infrastructure Architect,learn+technique,8.0,0.5,BU7,4.0,1.0,a4,1.0,Beijing,S9
Do you like our new Agile Open Office?,yes,People Manager,environment+agile,10.0,1.0,BU7,4.0,0.0,a4,1.0,Beijing,S10
IT产业正在进行巨大的变革，IBM正在经历必须胜利的转型，作为一个IBMer，具体到你的产品项目中，你认为自己可以做什么样的努力和转变呢？从而帮助你的产品更加成功，帮助CDL转型成功， 帮助IBM转型成功！,首先要明确客户的真正需求是什么，如何帮助客户实现他们的价值。,People Manager,transformation,11.0,1.0,BU7,4.0,0.0,a4,1.0,Beijing,S10
"David Kenny在上午的TownHall上说""Powerpoint is neither powerful or pointed"". 你怎么看？",不同意,Software Architect,others,12.0,0.0,BU7,4.0,0.0,a3,1.0,Beijing,S9
你最喜欢的Whitewater工具是什么？,zenhub,Software Architect,others,12.0,0.5,BU7,4.0,1.0,a3,1.0,Beijing,S10
Do you like our new Agile Open Office?,什么是 agile open office?,Software Developer,environment+agile,10.0,0.625,BU7,4.0,1.0,a3,1.0,Beijing,S12
你最喜欢的Whitewater工具是什么？,elk,Software Developer,others,12.0,0.5,BU7,4.0,1.0,a3,1.0,Beijing,S12
Do you like our new Agile Open Office?,yes,Software Release Manager,environment+agile,10.0,1.0,BU7,4.0,0.0,a3,1.0,Beijing,S13
Any ideas on team building in Sep? To enjoy BJ's autumn,合作竞争并存的活动,Software Designer,team,5.0,0.5,BU7,3.0,1.0,a4,0.0,Beijing,S2
Do you like our new Agile Open Office?,i like it and it is better if providing more guidance and best practice for begginner,Software Test Specialist,environment+agile,10.0,0.8333333333333333,BU7,3.0,1.0,a4,0.0,Beijing,S7
Do you like our new Agile Open Office?,yes we like it,Software Performance Analyst,environment+agile,10.0,0.5,BU7,3.0,1.0,a3,0.0,Beijing,S5
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,我认为技术重要，没有过硬的领先的技术，如何吸引客户，如何占领先机,Software Developer,transformation,11.0,0.5,BU7,3.0,1.0,a3,1.0,Xi'an,S9
Do you like our new Agile Open Office?,"yes, i like the agile open office",Software Developer,environment+agile,10.0,0.625,BU7,3.0,1.0,a2,0.0,Beijing,S7
Do you like our new Agile Open Office?,"yes, it's very impressive",Software Developer,environment+agile,10.0,1.0,BU7,3.0,0.0,a2,1.0,Beijing,S7
Do you like our new Agile Open Office?,yes. i like it.,Project Manager,environment+agile,10.0,0.5,BU7,2.0,1.0,a3,0.0,Shanghai,S8
你用的最多的开源项目是什么？ （Tomcat， Hibernate， Spring， jQuery， etc.）,jquery,Software Developer,open source,9.0,0.5,BU7,2.0,1.0,a3,1.0,Ningbo,S6
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,少于5个小时...家庭生活很分心，后悔生娃太早,Technical Support Professional,learn+technique,8.0,0.0,BU7,2.0,1.0,a2,1.0,Shanghai,S2
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,"the work place is only for working, you can not bring a child to the public workplace. it is not fair for other people",Software Developer,company management,1.0,0.440625,BU7,2.0,1.0,a2,0.0,Xi'an,S4
Pls recommend the most effective open technology skill development approach you believe,jquery,Software Developer,open source,9.0,0.5,BU7,2.0,1.0,a1,1.0,Beijing,S2
Do you like our new Agile Open Office?,yes,Software Developer,environment+agile,10.0,1.0,BU7,1.0,1.0,a1,1.0,Shanghai,S0
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,把握市场需求,Software Developer,transformation,11.0,0.5,BU7,1.0,1.0,a1,0.0,Beijing,S0
你认为你所在的产品或项目最需要什么人才，才能够成功？为什么？比如，深刻理解市场的产品经理，技术大牛，开发，测试，运维，销售等等？,把握时机，理解市场，抓住用户心理的人，岗位不限,Software Developer,project,4.0,0.5,BU7,1.0,1.0,a1,0.0,Beijing,S0
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,建议设置小朋友的集体活动，在工作区应有家人陪同尽量不在工作区喧哗，安排特定的会议室给小朋友活动，会议室不应被随便占用,Software Developer,company management,1.0,0.3333333333333333,BU7,1.0,1.0,a1,0.0,Beijing,S1
Any ideas on team building in Sep? To enjoy BJ's autumn,植物园，植物园,Software Developer,team,5.0,0.5,BU7,1.0,1.0,a1,0.0,Beijing,S1
How about our technical sharing sessions?,"learn a lot from these sharings, there is always sth to learn from everybody",Software Developer,technique,2.0,0.5,BU7,1.0,1.0,a1,0.0,Beijing,S1
Do you like our new Agile Open Office?,用过一次而已，还好吧！,Software Architect,environment+agile,10.0,0.5,BU8,4.0,1.0,a4,1.0,Beijing,S16
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,一周4小时+ :),Software Architect,learn+technique,8.0,0.5,BU8,4.0,1.0,a4,1.0,Beijing,S16
Do you like our new Agile Open Office?,it's cool and fabulous,Customer / Partner Engagement,environment+agile,10.0,0.6875,BU8,4.0,1.0,a3,0.0,Beijing,S13
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),加强身体锻炼,Customer / Partner Engagement,engineer,6.0,1.0,BU8,4.0,1.0,a3,0.0,Beijing,S13
说到工程师文化，你想到的前三个词是什么？例如： 自由，效率，平等，尊重，信任，创新，简化流程，快速迭代，一切以解决问题为导向等等,信任，高效，创新,Customer / Partner Engagement,engineer,6.0,1.0,BU8,4.0,1.0,a3,0.0,Beijing,S13
你希望工作环境发生的一个小改变是什么？,找会议室不用花太多时间，可以随时找到开会的地方,Customer / Partner Engagement,environment+agile,10.0,0.5,BU8,4.0,1.0,a3,0.0,Beijing,S13
如何才能在Lab工作的每一天都有好心情,每天有点小收获,Customer / Partner Engagement,work,0.0,1.0,BU8,4.0,1.0,a3,0.0,Beijing,S13
IT产业正在进行巨大的变革，IBM正在经历必须胜利的转型，作为一个IBMer，具体到你的产品项目中，你认为自己可以做什么样的努力和转变呢？从而帮助你的产品更加成功，帮助CDL转型成功， 帮助IBM转型成功！,不断学习，即刻行动,Customer / Partner Engagement,transformation,11.0,0.5,BU8,4.0,1.0,a3,0.0,Beijing,S13
你觉得开源软件会带给企业什么改变？,开源带来机会的同时也对软件企业带来了极大的挑战,Customer / Partner Engagement,open source,9.0,0.5,BU8,4.0,1.0,a3,0.0,Beijing,S13
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,放寒暑假的时候，很多家庭也是没有办法。建议公司留出一个区域，志愿者或者家长轮流看护一下。,Software Developer,company management,1.0,0.5,BU9,4.0,1.0,a4,0.0,Beijing,S8
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),生活不是非1即0,Software Developer,engineer,6.0,0.5,BU9,4.0,1.0,a4,0.0,Beijing,S8
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,满足客户需求更重要,Software Release Manager,transformation,11.0,1.0,BU9,4.0,1.0,a4,0.0,Beijing,S13
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,有些同事带的小孩就放在二楼开放区（有乒乓球桌那里）就不管了，对在那周围工作的同事真的有些困扰，小朋友常常大喊大叫跑来跑去，父母也不在身边管束。我理解家长有困难要带孩子上班，但是建议能带在身边，负起一些责任，公司能有集中供孩子玩耍的会议室并且不影响周边同事的那最好了，现在一到假期坐在开放区附近的同事真的有些郁闷,Software Test Specialist,company management,1.0,0.6,BU9,4.0,1.0,a3,0.0,Beijing,S10
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,"当前第一要务是满足客户需求更重要,但是随着转型的深入以及对客户需求的把握,技术变得更为重要,因为要持续创新以及通过新技术更好地服务客户",Software Architect,transformation,11.0,1.0,BU9,4.0,1.0,a3,1.0,Beijing,S11
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,单位应该设置专门供孩子玩耍或者看书的地方，最好派专人陪护一下,Software Test Specialist,company management,1.0,1.0,BU9,3.0,1.0,a5,0.0,Beijing,S13
至今仍有人以为我们是卖电脑和修电脑的，你怎么看？,这样比较便于外行理解，试想怎么和外行解释云计算和watson,Software Developer,others,12.0,0.5,BU9,3.0,0.0,a3,1.0,Shanghai,S5
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,一周2小时,Software Developer,learn+technique,8.0,0.5,BU9,3.0,1.0,a3,1.0,Beijing,S9
说到工程师文化，你想到的前三个词是什么？例如： 自由，效率，平等，尊重，信任，创新，简化流程，快速迭代，一切以解决问题为导向等等,"效率,公平,创新",Software Developer,engineer,6.0,1.0,BU9,3.0,1.0,a3,1.0,Beijing,S9
你觉得IBM是技术导向的么？,不是,Software Developer,IBM,3.0,0.5,BU9,3.0,1.0,a3,1.0,Beijing,S9
"程序是有生命的，你多久重构一次代码?  比如：一周一次，一月一次，半年一次, 从不？",半年,Software Developer,others,12.0,0.5,BU9,3.0,1.0,a3,1.0,Beijing,S9
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,可以给孩子们建立一个图书馆，小型的，包含幼儿园到小学的即可。这样又能培养孩子的好习惯，父母也不担心，图书馆可以在暑假的时候有专门的志愿者进行看管,Software Test Specialist,company management,1.0,1.0,BU9,2.0,1.0,a3,0.0,Shanghai,S2
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,公司可以允许孩子在特定的一天来公司，在这天，安排给这些来公司的孩子安排统一的活动，这样家长也能放心工作，孩子也会有人玩，不会在公司太无聊，到处跑。,Software Developer,company management,1.0,0.5,BU9,2.0,1.0,a3,0.0,Beijing,S1
你喜欢下午茶吗?请列出你喜欢的种类，或许不久公司会实现哦,喜欢,Software Developer,company management,1.0,1.0,BU9,2.0,1.0,a3,0.0,Beijing,S1
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,其实有一些孩子是很安静，懂得尊重他人的，这样的孩子我很欢迎她/他，但有些有点吵，确实会影响工作，尤其是二楼乒乓球区。建议单独开辟一片区域吧，找个机构来看管，家长交点费用，这样孩子也更安全。,Software Test Specialist,company management,1.0,0.8,BU9,2.0,1.0,a3,0.0,Beijing,S4
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,可以请第三方公司负责照顾小朋友，家长负担费用,Software Developer,company management,1.0,0.5,BU9,2.0,1.0,a3,1.0,Beijing,S10
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,技术,Software Developer,transformation,11.0,0.5,BU9,2.0,1.0,a2,0.0,Beijing,S4
"If you had $1,000,000 and you could not spend it on yourself, what would you do?","i would invest the money in some area, like child education, some startup companies, etc.",Software Developer,others,12.0,0.5,BU9,2.0,1.0,a2,0.0,Beijing,S4
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,10h,Software Test Specialist,learn+technique,8.0,0.5,BU9,2.0,1.0,a2,0.0,Beijing,S5
说到工程师文化，你想到的前三个词是什么？例如： 自由，效率，平等，尊重，信任，创新，简化流程，快速迭代，一切以解决问题为导向等等,效率 创新 平等,Software Test Specialist,engineer,6.0,1.0,BU9,2.0,1.0,a2,0.0,Beijing,S5
让你留在IBM的三个原因是什么？,work life balance,Software Test Specialist,IBM,3.0,0.5,BU9,2.0,1.0,a2,0.0,Beijing,S5
你觉得开源软件会带给企业什么改变？,风险机遇并存 要拥抱开源但也要谨慎 坑太多,Software Test Specialist,open source,9.0,1.0,BU9,2.0,1.0,a2,0.0,Beijing,S5
你最想在工作上做的一个转变（Transformation）是什么，不限于职业规划的转变，可以扩展到你的知识技能体系，工作习惯，沟通管理方式等方面的转变,我希望能对行业动态、趋势以及competitor能有更多的理解,Software Developer,transformation,11.0,1.0,BU9,2.0,1.0,a2,0.0,Beijing,S9
先客观地问自己，我对目前整体的团队氛围满意吗？,who care,Software Developer,team,5.0,0.5,BU9,1.0,1.0,a2,1.0,Beijing,S1
"David Kenny在上午的TownHall上说""Powerpoint is neither powerful or pointed"". 你怎么看？",不能把所有问题都丢到公司来解决,Software Developer,others,12.0,0.0,BU9,1.0,1.0,a1,1.0,Beijing,S0
先客观地问自己，我对目前整体的团队氛围满意吗？,钱不是阻挡大家出去荡的原因， 难的是聚在一起。,Software Developer,team,5.0,0.5,BU9,1.0,1.0,a1,1.0,Beijing,S1
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
nan,nan,,,,0.5,,,,,,,
